"","X.1","X","Kingdom","Phylum","Class","Order","Family","Genus","Species","Organism","TaxID","Assembly_Accession","Assembly_Status","Accession_Date","Assembly_Length_Total","Assembly_Length_Ungapped","BUSCO_RefseqAnnotationRelease","BUSCO_Lineage","BUSCO_Cover","BUSCO_Complete","BUSCO_SingleCopy","BUSCO_Duplicated","BUSCO_Fragmented","BUSCO_Missing","BUSCO_TotalCount","ContigN50","ScaffoldN50","Sequencing_Method","Sequencing_Attributes","SRA_Species","Species.1","Sequencing_method_1","Sequencing_method_2","Species.2","GS","AssblySz","Seq_Method","Diff","DiffProp","Species.3","GS.1","AssblySz.1","Seq_Method.1","UR","Diff.1","DiffProp.1"
"6516",21213,21213,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila sechellia","Drosophila sechellia (flies)",7238,"GCA_018904445.1","Scaffold","2020/11/30",147903942,147902858,"","","",NA,NA,NA,NA,NA,NA,16608005,16608005,"OXFORD_NANOPORE","MinION","Drosophila sechellia","Drosophila sechellia","OXFORD_NANOPORE","","Drosophila sechellia",179596000,147903942,"OXFORD_NANOPORE",31692058,0.176463050402013,"Drosophila sechellia",199600000,147903942,"OXFORD_NANOPORE",0.695,51696058,0.258998286573146
"6517",21215,21215,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila mauritiana","Drosophila mauritiana (flies)",7226,"GCA_018904475.1","Scaffold","2020/11/30",130134090,130132998,"","","",NA,NA,NA,NA,NA,NA,20914214,20914214,"OXFORD_NANOPORE","MinION","Drosophila mauritiana","Drosophila mauritiana","OXFORD_NANOPORE","","Drosophila mauritiana",155225000,130134090,"OXFORD_NANOPORE",25090910,0.161642196811081,"Drosophila mauritiana",163750000,130134090,"OXFORD_NANOPORE",0.83,33615910,0.205288
"6518",21216,21216,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_018904415.1","Scaffold","2020/11/30",133569011,133567919,"","","",NA,NA,NA,NA,NA,NA,21142363,21142363,"OXFORD_NANOPORE","MinION","Drosophila simulans","Drosophila simulans","OXFORD_NANOPORE","","Drosophila simulans",147945000,133569011,"OXFORD_NANOPORE",14375989,0.09717117171922,"Drosophila simulans",166350000,133569011,"OXFORD_NANOPORE",0.765,32780989,0.197060348662459
"6519",21217,21217,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila yakuba","Drosophila yakuba (flies)",7245,"GCA_018904385.1","Contig","2020/11/30",151310448,151310448,"","","",NA,NA,NA,NA,NA,NA,21469989,21469989,"","","Drosophila yakuba","Drosophila yakuba","","","Drosophila yakuba",173612000,151310448,"",22301552,0.128456281823837,"Drosophila yakuba",179750000,151310448,"",0.77,28439552,0.158217257301808
"6520",21219,21219,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_018904365.1","Scaffold","2020/11/30",144706421,144705002,"","","",NA,NA,NA,NA,NA,NA,22510348,22510348,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,144706421,"OXFORD_NANOPORE",24655007.571429,0.145576284868373,"Drosophila melanogaster",173300000,144706421,"OXFORD_NANOPORE",0.774,28593579,0.164994685516445
"6521",21224,21224,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Zaprionus","Zaprionus ghesquierei","Zaprionus ghesquierei (flies)",284540,"GCA_018904095.1","Scaffold","2020/11/30",198077797,198074928,"","","",NA,NA,NA,NA,NA,NA,8961507,8961507,"ILLUMINA","Illumina HiSeq 4000","Zaprionus ghesquierei","Zaprionus ghesquierei","ILLUMINA","","Zaprionus ghesquierei",174700000,198077797,"ILLUMINA",-23377797,-0.133816811677161,"Zaprionus ghesquierei",174700000,198077797,"ILLUMINA",0.814,-23377797,-0.133816811677161
"6522",21226,21226,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila cardini","Drosophila cardini (flies)",133981,"GCA_018903735.1","Contig","2020/11/30",181105816,181105816,"","","",NA,NA,NA,NA,NA,NA,4216638,4216638,"ILLUMINA","Illumina HiSeq 4000","Drosophila cardini","Drosophila cardini","ILLUMINA","","Drosophila cardini",214100000,181105816,"ILLUMINA",32994184,0.154106417561887,"Drosophila cardini",214100000,181105816,"ILLUMINA",0.703,32994184,0.154106417561887
"6523",21228,21228,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Zaprionus","Zaprionus tsacasi","Zaprionus tsacasi (flies)",429045,"GCA_018904105.1","Contig","2020/11/30",165518990,165518990,"","","",NA,NA,NA,NA,NA,NA,5453558,5453558,"ILLUMINA","Illumina HiSeq 4000","Zaprionus tsacasi","Zaprionus tsacasi","ILLUMINA","","Zaprionus tsacasi",221450000,165518990,"ILLUMINA",55931010,0.252567216075864,"Zaprionus tsacasi",221450000,165518990,"ILLUMINA",0.6925,55931010,0.252567216075864
"6525",21234,21234,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila repleta","Drosophila repleta (flies)",30043,"GCA_018903745.1","Contig","2020/11/30",154011936,154011936,"","","",NA,NA,NA,NA,NA,NA,9288829,9288829,"OXFORD_NANOPORE","MinION","Drosophila repleta","Drosophila repleta","OXFORD_NANOPORE","","Drosophila repleta",173086666.666667,154011936,"OXFORD_NANOPORE",19074730.666667,0.110203350922468,"Drosophila repleta",176500000,154011936,"OXFORD_NANOPORE",0.893,22488064,0.127411127478754
"6526",21237,21237,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila teissieri","Drosophila teissieri (flies)",7243,"GCA_018903635.1","Contig","2020/11/30",144692533,144692533,"","","",NA,NA,NA,NA,NA,NA,7096444,7096444,"OXFORD_NANOPORE","MinION","Drosophila teissieri","Drosophila teissieri","OXFORD_NANOPORE","","Drosophila teissieri",157770000,144692533,"OXFORD_NANOPORE",13077467,0.082889440324523,"Drosophila teissieri",163950000,144692533,"OXFORD_NANOPORE",0.784,19257467,0.117459390057944
"6527",21238,21238,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila neocordata","Drosophila neocordata (flies)",30039,"GCA_018903615.1","Scaffold","2020/11/30",194830689,194818090,"","","",NA,NA,NA,NA,NA,NA,6033383,6033383,"OXFORD_NANOPORE","MinION","Drosophila neocordata","Drosophila neocordata","OXFORD_NANOPORE","","Drosophila neocordata",217986666.666667,194830689,"OXFORD_NANOPORE",23155977.666667,0.106226578078171,"Drosophila neocordata",219400000,194830689,"OXFORD_NANOPORE",0.7565,24569311,0.111984097538742
"6528",21239,21239,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila teissieri","Drosophila teissieri (flies)",7243,"GCA_018903625.1","Contig","2020/11/30",152423477,152423477,"","","",NA,NA,NA,NA,NA,NA,8218613,8218613,"OXFORD_NANOPORE","MinION","Drosophila teissieri","Drosophila teissieri","OXFORD_NANOPORE","","Drosophila teissieri",157770000,152423477,"OXFORD_NANOPORE",5346523,0.0338880839196298,"Drosophila teissieri",163950000,152423477,"OXFORD_NANOPORE",0.784,11526523,0.0703051113144251
"6529",21240,21240,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila littoralis","Drosophila littoralis (flies)",47316,"GCA_018903485.1","Scaffold","2020/11/30",236786485,236786330,"","","",NA,NA,NA,NA,NA,NA,7098318,7098318,"OXFORD_NANOPORE","MinION","Drosophila littoralis","Drosophila littoralis","OXFORD_NANOPORE","","Drosophila littoralis",249306666.666667,236786485,"OXFORD_NANOPORE",12520181.666667,0.0502200034763089,"Drosophila littoralis",256600000,236786485,"OXFORD_NANOPORE",0.69,19813515,0.0772155689789556
"6532",21243,21243,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Zaprionus","Zaprionus indianus","Zaprionus indianus (flies)",76712,"GCA_018903395.1","Scaffold","2020/11/30",145739242,144858152,"","","",NA,NA,NA,NA,NA,NA,640168,773890,"OXFORD_NANOPORE","MinION","Zaprionus indianus","Zaprionus indianus","OXFORD_NANOPORE","","Zaprionus indianus",226620000,145739242,"OXFORD_NANOPORE",80880758,0.356900353013856,"Zaprionus indianus",232350000,145739242,"OXFORD_NANOPORE",0.7505,86610758,0.372759879492145
"6534",21251,21251,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Zaprionus","Zaprionus taronus","Zaprionus taronus (flies)",30057,"GCA_018901805.1","Contig","2020/11/30",162912716,162912716,"","","",NA,NA,NA,NA,NA,NA,5997490,5997490,"OXFORD_NANOPORE","MinION","Zaprionus taronus","Zaprionus taronus","OXFORD_NANOPORE","","Zaprionus taronus",201550000,162912716,"OXFORD_NANOPORE",38637284,0.191700739270652,"Zaprionus taronus",201550000,162912716,"OXFORD_NANOPORE",0.7115,38637284,0.191700739270652
"6535",21253,21253,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Zaprionus","Zaprionus kolodkinae","Zaprionus kolodkinae (flies)",184074,"GCA_018901885.1","Contig","2020/11/30",182973347,182973347,"","","",NA,NA,NA,NA,NA,NA,6507380,6507380,"ILLUMINA","Illumina HiSeq 4000","Zaprionus kolodkinae","Zaprionus kolodkinae","ILLUMINA","","Zaprionus kolodkinae",197400000,182973347,"ILLUMINA",14426653,0.0730833485309017,"Zaprionus kolodkinae",197400000,182973347,"ILLUMINA",0.778,14426653,0.0730833485309017
"6536",21254,21254,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila funebris","Drosophila funebris (flies)",7221,"GCA_018901825.1","Contig","2020/11/30",154245976,154245976,"","","",NA,NA,NA,NA,NA,NA,14085961,14085961,"OXFORD_NANOPORE","MinION","Drosophila funebris","Drosophila funebris","OXFORD_NANOPORE","","Drosophila funebris",249590000,154245976,"OXFORD_NANOPORE",95344024,0.38200258023158,"Drosophila funebris",220450000,154245976,"OXFORD_NANOPORE",0.706,66204024,0.300313105012474
"6537",21255,21255,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Zaprionus","Zaprionus lachaisei","Zaprionus lachaisei (flies)",429041,"GCA_018901815.1","Contig","2020/11/30",148387969,148387969,"","","",NA,NA,NA,NA,NA,NA,9167822,9167822,"OXFORD_NANOPORE","MinION","Zaprionus lachaisei","Zaprionus lachaisei","OXFORD_NANOPORE","","Zaprionus lachaisei",1.91e+08,148387969,"OXFORD_NANOPORE",42612031,0.223099638743456,"Zaprionus lachaisei",1.91e+08,148387969,"OXFORD_NANOPORE",0.778,42612031,0.223099638743456
"6539",21262,21262,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila auraria","Drosophila auraria (flies)",47315,"GCA_018874775.1","Scaffold","2020/11/23",161783169,161553837,"","","",NA,NA,NA,NA,NA,NA,6021,7152,"ILLUMINA","Illumina HiSeq 4000","Drosophila auraria","Drosophila auraria","ILLUMINA","","Drosophila auraria",249100000,161783169,"ILLUMINA",87316831,0.350529229225211,"Drosophila auraria",251400000,161783169,"ILLUMINA",0.7805,89616831,0.356471085918854
"6540",21263,21263,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila auraria","Drosophila auraria (flies)",47315,"GCA_018874715.1","Scaffold","2020/11/23",196547983,196254164,"","","",NA,NA,NA,NA,NA,NA,6898,8116,"ILLUMINA","Illumina HiSeq 4000","Drosophila auraria","Drosophila auraria","ILLUMINA","","Drosophila auraria",249100000,196547983,"ILLUMINA",52552017,0.210967551184263,"Drosophila auraria",251400000,196547983,"ILLUMINA",0.7805,54852017,0.21818622513922
"6541",21264,21264,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila baimaii","Drosophila baimaii (flies)",137353,"GCA_018874675.1","Scaffold","2020/11/23",175823710,175701119,"","","",NA,NA,NA,NA,NA,NA,9903,11973,"ILLUMINA","Illumina HiSeq 4000","Drosophila baimaii","Drosophila baimaii","ILLUMINA","","Drosophila baimaii",275546666.666667,175823710,"ILLUMINA",99722956.666667,0.36190950111294,"Drosophila baimaii",276400000,175823710,"ILLUMINA",0.763,100576290,0.363879486251809
"6542",21265,21265,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila auraria","Drosophila auraria (flies)",47315,"GCA_018874695.1","Scaffold","2020/11/23",150759401,150738829,"","","",NA,NA,NA,NA,NA,NA,3205,3247,"ILLUMINA","Illumina HiSeq 4000","Drosophila auraria","Drosophila auraria","ILLUMINA","","Drosophila auraria",249100000,150759401,"ILLUMINA",98340599,0.394783617021277,"Drosophila auraria",251400000,150759401,"ILLUMINA",0.7805,100640599,0.400320600636436
"6543",21266,21266,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila diplacantha","Drosophila diplacantha (flies)",61426,"GCA_018874655.1","Scaffold","2020/11/23",117734998,117730552,"","","",NA,NA,NA,NA,NA,NA,2263,2269,"ILLUMINA","Illumina HiSeq 4000","Drosophila diplacantha","Drosophila diplacantha","ILLUMINA","","Drosophila diplacantha",256180000,117734998,"ILLUMINA",138445002,0.540420805683504,"Drosophila diplacantha",271800000,117734998,"ILLUMINA",0.81,154065002,0.566832236938926
"6544",21268,21268,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila barbarae","Drosophila barbarae (flies)",137354,"GCA_018874595.1","Scaffold","2020/11/23",113181336,113158819,"","","",NA,NA,NA,NA,NA,NA,3025,3072,"ILLUMINA","Illumina HiSeq 4000","Drosophila barbarae","Drosophila barbarae","ILLUMINA","","Drosophila barbarae",254800000,113181336,"ILLUMINA",141618664,0.555803233908948,"Drosophila barbarae",284400000,113181336,"ILLUMINA",0.77,171218664,0.602034683544304
"6545",21269,21269,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila greeni","Drosophila greeni (flies)",114631,"GCA_018874515.1","Scaffold","2020/11/23",112789423,112777591,"","","",NA,NA,NA,NA,NA,NA,2233,2253,"ILLUMINA","Illumina HiSeq 4000","Drosophila greeni","Drosophila greeni","ILLUMINA","","Drosophila greeni",225466666.666667,112789423,"ILLUMINA",112677243.666667,0.499751228562981,"Drosophila greeni",240400000,112789423,"ILLUMINA",0.8035,127610577,0.530826027454243
"6546",21272,21272,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila triauraria","Drosophila triauraria (flies)",67534,"GCA_018874435.1","Scaffold","2020/11/23",164977290,164855834,"","","",NA,NA,NA,NA,NA,NA,7957,8730,"ILLUMINA","Illumina HiSeq 4000","Drosophila triauraria","Drosophila triauraria","ILLUMINA","","Drosophila triauraria",251200000,164977290,"ILLUMINA",86222710,0.343243272292994,"Drosophila triauraria",254550000,164977290,"ILLUMINA",0.729,89572710,0.351886505598114
"6547",21273,21273,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila triauraria","Drosophila triauraria (flies)",67534,"GCA_018874415.1","Scaffold","2020/11/23",165485766,165254656,"","","",NA,NA,NA,NA,NA,NA,7900,9228,"ILLUMINA","Illumina HiSeq 4000","Drosophila triauraria","Drosophila triauraria","ILLUMINA","","Drosophila triauraria",251200000,165485766,"ILLUMINA",85714234,0.341219084394904,"Drosophila triauraria",254550000,165485766,"ILLUMINA",0.729,89064234,0.349888956982911
"6548",21274,21274,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila triauraria","Drosophila triauraria (flies)",67534,"GCA_018874385.1","Scaffold","2020/11/23",157499634,157368583,"","","",NA,NA,NA,NA,NA,NA,4508,4972,"ILLUMINA","Illumina HiSeq 4000","Drosophila triauraria","Drosophila triauraria","ILLUMINA","","Drosophila triauraria",251200000,157499634,"ILLUMINA",93700366,0.373011011146497,"Drosophila triauraria",254550000,157499634,"ILLUMINA",0.729,97050366,0.381262486741308
"6549",21275,21275,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila triauraria","Drosophila triauraria (flies)",67534,"GCA_018874375.1","Scaffold","2020/11/23",170028100,169915730,"","","",NA,NA,NA,NA,NA,NA,6724,7497,"ILLUMINA","Illumina HiSeq 4000","Drosophila triauraria","Drosophila triauraria","ILLUMINA","","Drosophila triauraria",251200000,170028100,"ILLUMINA",81171900,0.323136544585987,"Drosophila triauraria",254550000,170028100,"ILLUMINA",0.729,84521900,0.332044392064427
"6550",21276,21276,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila tsacasi","Drosophila tsacasi (flies)",34677,"GCA_018874355.1","Scaffold","2020/11/23",152543408,152455306,"","","",NA,NA,NA,NA,NA,NA,5803,6286,"ILLUMINA","Illumina HiSeq 4000","Drosophila tsacasi","Drosophila tsacasi","ILLUMINA","","Drosophila tsacasi",217153333.333333,152543408,"ILLUMINA",64609925.333333,0.297531354189051,"Drosophila tsacasi",218150000,152543408,"ILLUMINA",0.79,65606592,0.300740738024295
"6551",21277,21277,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila tsacasi","Drosophila tsacasi (flies)",34677,"GCA_018874335.1","Scaffold","2020/11/23",119609603,119586515,"","","",NA,NA,NA,NA,NA,NA,2935,2993,"ILLUMINA","Illumina HiSeq 4000","Drosophila tsacasi","Drosophila tsacasi","ILLUMINA","","Drosophila tsacasi",217153333.333333,119609603,"ILLUMINA",97543730.333333,0.449192876001596,"Drosophila tsacasi",218150000,119609603,"ILLUMINA",0.79,98540397,0.451709360531744
"6552",21278,21278,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila triauraria","Drosophila triauraria (flies)",67534,"GCA_018874315.1","Scaffold","2020/11/23",163945578,163863910,"","","",NA,NA,NA,NA,NA,NA,7537,8169,"ILLUMINA","Illumina HiSeq 4000","Drosophila triauraria","Drosophila triauraria","ILLUMINA","","Drosophila triauraria",251200000,163945578,"ILLUMINA",87254422,0.347350406050955,"Drosophila triauraria",254550000,163945578,"ILLUMINA",0.729,90604422,0.355939587507366
"6808",22721,22721,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila ananassae","Drosophila ananassae (flies)",7217,"GCA_018148915.1","Contig","2020/11/30",173940550,173940550,"","","",NA,NA,NA,NA,NA,NA,4554689,4554689,"OXFORD_NANOPORE","MinION","Drosophila ananassae","Drosophila ananassae","OXFORD_NANOPORE","","Drosophila ananassae",200056000,173940550,"OXFORD_NANOPORE",26115450,0.130540698604391,"Drosophila ananassae",201850000,173940550,"OXFORD_NANOPORE",0.79,27909450,0.138268268516225
"6810",22725,22725,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila nasuta","Drosophila nasuta (flies)",42062,"GCA_018153855.1","Scaffold","2021/01/31",144991098,144986981,"","","",NA,NA,NA,NA,NA,NA,54444,54912,"ILLUMINA","Illumina HiSeq 2500","Drosophila nasuta","Drosophila nasuta","ILLUMINA","","Drosophila nasuta",244050000,144991098,"ILLUMINA",99058902,0.405895931161647,"Drosophila nasuta",244050000,144991098,"ILLUMINA",0.6155,99058902,0.405895931161647
"6811",22727,22727,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila nasuta","Drosophila nasuta (flies)",42062,"GCA_018144315.1","Scaffold","2021/02/28",139427840,139303691,"","","",NA,NA,NA,NA,NA,NA,17551,19242,"ILLUMINA","Illumina HiSeq 2500","Drosophila nasuta","Drosophila nasuta","ILLUMINA","","Drosophila nasuta",244050000,139427840,"ILLUMINA",104622160,0.428691497643925,"Drosophila nasuta",244050000,139427840,"ILLUMINA",0.6155,104622160,0.428691497643925
"6812",22728,22728,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila nasuta","Drosophila nasuta (flies)",42062,"GCA_018142975.1","Scaffold","2021/02/28",145490542,145383677,"","","",NA,NA,NA,NA,NA,NA,17606,19139,"ILLUMINA","Illumina HiSeq 2500","Drosophila nasuta","Drosophila nasuta","ILLUMINA","","Drosophila nasuta",244050000,145490542,"ILLUMINA",98559458,0.403849448883426,"Drosophila nasuta",244050000,145490542,"ILLUMINA",0.6155,98559458,0.403849448883426
"6817",22736,22736,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Zaprionus","Zaprionus indianus","Zaprionus indianus (flies)",76712,"GCA_018159335.1","Contig","2020/11/30",167110274,167110274,"","","",NA,NA,NA,NA,NA,NA,4057619,4057619,"ILLUMINA","Illumina HiSeq 4000","Zaprionus indianus","Zaprionus indianus","ILLUMINA","","Zaprionus indianus",226620000,167110274,"ILLUMINA",59509726,0.262596972906187,"Zaprionus indianus",232350000,167110274,"ILLUMINA",0.7505,65239726,0.28078212179901
"6822",22741,22741,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila eugracilis","Drosophila eugracilis (flies)",29029,"GCF_018153835.1","Contig","2020/11/30",164811307,164811307,"102","diptera_odb10","4.0.2",0.998174,0.993607,0.00456621,0.000304414,0.00152207,3285,2288481,2288481,"OXFORD_NANOPORE","MinION","Drosophila eugracilis","Drosophila eugracilis","OXFORD_NANOPORE","","Drosophila eugracilis",233513333.333333,164811307,"OXFORD_NANOPORE",68702026.333333,0.29421029348788,"Drosophila eugracilis",237800000,164811307,"OXFORD_NANOPORE",0.63,72988693,0.30693310765349
"6843",22762,22762,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila bipectinata","Drosophila bipectinata (flies)",42026,"GCF_018153845.1","Contig","2020/11/30",192393922,192393922,"102","diptera_odb10","4.1.4",0.999087,0.991781,0.00730594,0,0.000913242,3285,15788854,15788854,"OXFORD_NANOPORE","MinION","Drosophila bipectinata","Drosophila bipectinata","OXFORD_NANOPORE","","Drosophila bipectinata",205833333.333333,192393922,"OXFORD_NANOPORE",13439411.333333,0.0652926866396745,"Drosophila bipectinata",210950000,192393922,"OXFORD_NANOPORE",0.79,18556078,0.0879643422611993
"6845",22765,22765,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila virilis","Drosophila virilis (flies)",7244,"GCA_018153695.1","Contig","2020/11/30",168156934,168156934,"","","",NA,NA,NA,NA,NA,NA,11455597,11455597,"OXFORD_NANOPORE","MinION","Drosophila virilis","Drosophila virilis","OXFORD_NANOPORE","","Drosophila virilis",351840000,168156934,"OXFORD_NANOPORE",183683066,0.522064193951796,"Drosophila virilis",331800000,168156934,"OXFORD_NANOPORE",0.5295,163643066,0.493197908378541
"6846",22766,22766,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila immigrans","Drosophila immigrans (flies)",7250,"GCA_018153375.1","Contig","2020/11/30",183277074,183277074,"","","",NA,NA,NA,NA,NA,NA,9651916,9651916,"ILLUMINA","Illumina HiSeq 4000","Drosophila immigrans","Drosophila immigrans","ILLUMINA","","Drosophila immigrans",277093333.333333,183277074,"ILLUMINA",93816259.333333,0.338572776922336,"Drosophila immigrans",264050000,183277074,"ILLUMINA",0.6565,80772926,0.305900117402007
"6847",22767,22767,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila fuyamai","Drosophila fuyamai (flies)",65963,"GCA_018153365.1","Contig","2020/11/30",229100662,229100662,"","","",NA,NA,NA,NA,NA,NA,4123611,4123611,"OXFORD_NANOPORE","MinION","Drosophila fuyamai","Drosophila fuyamai","OXFORD_NANOPORE","","Drosophila fuyamai",264286666.666667,229100662,"OXFORD_NANOPORE",35186004.666667,0.133135754105392,"Drosophila fuyamai",264400000,229100662,"OXFORD_NANOPORE",0.7415,35299338,0.133507329803328
"6849",22769,22769,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila parabipectinata","Drosophila parabipectinata (flies)",186283,"GCA_018153455.1","Contig","2020/11/30",209862113,209862113,"","","",NA,NA,NA,NA,NA,NA,11640351,11640351,"ILLUMINA","Illumina HiSeq 4000","Drosophila parabipectinata","Drosophila parabipectinata","ILLUMINA","","Drosophila parabipectinata",227160000,209862113,"ILLUMINA",17297887,0.0761484724423314,"Drosophila parabipectinata",238050000,209862113,"ILLUMINA",0.76,28187887,0.118411623608486
"6850",22770,22770,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila dunni","Drosophila dunni (flies)",133979,"GCA_018152125.1","Contig","2020/11/30",177495819,177495819,"","","",NA,NA,NA,NA,NA,NA,14045695,14045695,"ILLUMINA","Illumina HiSeq 4000","Drosophila dunni","Drosophila dunni","ILLUMINA","","Drosophila dunni",286550000,177495819,"ILLUMINA",109054181,0.38057644739138,"Drosophila dunni",286550000,177495819,"ILLUMINA",0.55,109054181,0.38057644739138
"6851",22772,22772,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila malerkotliana","Drosophila malerkotliana pallens (flies)",296644,"GCA_018153275.1","Contig","2020/11/30",191125583,191125583,"","","",NA,NA,NA,NA,NA,NA,10924301,10924301,"ILLUMINA","Illumina HiSeq 4000","Drosophila malerkotliana pallens","Drosophila malerkotliana","ILLUMINA","","Drosophila malerkotliana",207225000,191125583,"ILLUMINA",16099417,0.0776905151405477,"Drosophila malerkotliana",218850000,191125583,"ILLUMINA",0.76,27724417,0.126682280100525
"6852",22773,22773,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila immigrans","Drosophila immigrans (flies)",7250,"GCA_018152165.1","Contig","2020/11/30",163691436,163691436,"","","",NA,NA,NA,NA,NA,NA,4569332,4569332,"OXFORD_NANOPORE","MinION","Drosophila immigrans","Drosophila immigrans","OXFORD_NANOPORE","","Drosophila immigrans",277093333.333333,163691436,"OXFORD_NANOPORE",113401897.333333,0.409255235299778,"Drosophila immigrans",264050000,163691436,"OXFORD_NANOPORE",0.6565,100358564,0.380074092028025
"6853",22774,22774,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila malerkotliana","Drosophila malerkotliana malerkotliana (flies)",195057,"GCA_018153235.1","Contig","2020/11/30",191313204,191313204,"","","",NA,NA,NA,NA,NA,NA,20136493,20136493,"OXFORD_NANOPORE","MinION","Drosophila malerkotliana malerkotliana","Drosophila malerkotliana","OXFORD_NANOPORE","","Drosophila malerkotliana",207225000,191313204,"OXFORD_NANOPORE",15911796,0.0767851176257691,"Drosophila malerkotliana",218850000,191313204,"OXFORD_NANOPORE",0.76,27536796,0.125824976010966
"6854",22775,22775,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila pseudoananassae","Drosophila pseudoananassae nigrens (flies)",296643,"GCA_018153145.1","Contig","2020/11/30",187675720,187675720,"","","",NA,NA,NA,NA,NA,NA,6062361,6062361,"OXFORD_NANOPORE","MinION","Drosophila pseudoananassae nigrens","Drosophila pseudoananassae","OXFORD_NANOPORE","","Drosophila pseudoananassae",221346666.666667,187675720,"OXFORD_NANOPORE",33670946.666667,0.152118607312814,"Drosophila pseudoananassae",219550000,187675720,"OXFORD_NANOPORE",0.785,31874280,0.145180050102482
